id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
1103,Kepler-24,c,Transit,4,12.3335,0.106,,,1.6,Mass,0.25,,1,1,0,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,5897,1.03,1.29,14/05/14
1104,Kepler-24,d,Transit,4,4.244384,0.051,,,,,0.149,,0,1,0,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,5897,1.03,1.29,14/05/14
1105,Kepler-24,e,Transit,4,18.998355,0.138,,,,,0.248,,0,1,0,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1200,14.925,Kepler-band,5897,1.03,1.29,14/05/14
1106,Kepler-240,b,Transit,2,4.144495,0.048,,,,,0.122,,0,1,0,,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,,15.66,Kepler-band,4985,,0.74,14/05/14
1107,Kepler-240,c,Transit,2,7.953528,0.074,,,,,0.196,,0,1,0,,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,,15.66,Kepler-band,4985,,0.74,14/05/14
1108,Kepler-241,b,Transit,2,12.718092,0.094,,,,,0.208,,0,1,0,,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,,15.389,Kepler-band,4699,,0.67,14/05/14
1109,Kepler-241,c,Transit,2,36.065978,0.189,,,,,0.229,,0,1,0,,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,,15.389,Kepler-band,4699,,0.67,14/05/14
1110,Kepler-242,b,Transit,2,8.20395,0.075,,,,,0.233,,0,1,0,,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,,15.376,Kepler-band,5020,,0.85,14/05/14
1111,Kepler-242,c,Transit,2,14.496481,0.109,,,,,0.178,,0,1,0,,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,,15.376,Kepler-band,5020,,0.85,14/05/14
1112,Kepler-243,b,Transit,2,5.715442,0.062,,,,,0.219,,0,1,0,,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,,15.086,Kepler-band,5228,0.89,0.84,14/05/14
1113,Kepler-243,c,Transit,2,20.026218,0.142,,,,,0.178,,0,1,0,,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,,15.086,Kepler-band,5228,0.89,0.84,14/05/14
1114,Kepler-244,b,Transit,3,4.311792,0.05,,,,,0.246,,0,1,0,,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,,15.604,Kepler-band,5554,,0.8,14/05/14
1115,Kepler-244,c,Transit,3,9.767292,0.087,,,,,0.183,,0,1,0,,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,,15.604,Kepler-band,5554,,0.8,14/05/14
1116,Kepler-244,d,Transit,3,20.050401,0.14,,,,,0.206,,0,1,0,,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,,15.604,Kepler-band,5554,,0.8,14/05/14
1117,Kepler-245,b,Transit,3,7.49019,0.071,,,,,0.229,,1,1,0,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,15.599,Kepler-band,5100,0.8,0.8,14/05/14
1118,Kepler-245,c,Transit,3,17.460812,0.124,,,,,0.194,,1,1,0,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,15.599,Kepler-band,5100,0.8,0.8,14/05/14
1119,Kepler-245,d,Transit,3,36.277108,0.202,,,,,0.27,,1,1,0,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,15.599,Kepler-band,5100,0.8,0.8,14/05/14
1120,Kepler-246,b,Transit,2,4.60182,0.052,,,,,0.209,,0,1,0,,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,,15.024,Kepler-band,5206,0.86,0.83,14/05/14
1121,Kepler-246,c,Transit,2,11.187161,0.095,,,,,0.134,,0,1,0,,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,,15.024,Kepler-band,5206,0.86,0.83,14/05/14
1122,Kepler-247,b,Transit,3,3.33616,0.042,,,,,0.146,,1,1,0,,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,15.067,Kepler-band,5100,,0.77,14/05/14
1123,Kepler-247,c,Transit,3,9.439452,0.084,,,,,0.365,,1,1,0,,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,15.067,Kepler-band,5100,,0.77,14/05/14
1124,Kepler-247,d,Transit,3,20.477912,0.14,,,,,0.352,,1,1,0,,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,15.067,Kepler-band,5100,,0.77,14/05/14
1125,Kepler-248,b,Transit,2,6.308205,0.066,,,,,0.269,,0,1,0,,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,15.258,Kepler-band,5190,,0.83,14/05/14
1126,Kepler-248,c,Transit,2,16.239494,0.123,,,,,0.363,,0,1,0,,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,15.258,Kepler-band,5190,,0.83,14/05/14
1127,Kepler-249,b,Transit,3,3.306539,0.035,,,,,0.097,,0,1,0,,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,15.234,Kepler-band,3568,,0.48,14/05/14
1128,Kepler-249,c,Transit,3,7.113702,0.058,,,,,0.135,,0,1,0,,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,15.234,Kepler-band,3568,,0.48,14/05/14
1129,Kepler-249,d,Transit,3,15.368459,0.097,,,,,0.14,,0,1,0,,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,15.234,Kepler-band,3568,,0.48,14/05/14
1130,Kepler-25,b,Transit,3,6.2385,0.068,,,12.7,Mass,0.232,,1,1,0,,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,,10.734,Kepler-band,6270,1.19,1.31,14/05/14
1131,Kepler-25,c,Transit,3,12.7204,0.11,,,4.16,Mass,0.401,,1,1,0,,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,,10.734,Kepler-band,6270,1.19,1.31,14/05/14
1132,Kepler-25,d,Radial Velocity,3,123,,,,0.283,Mass,,,0,1,0,,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,,10.734,Kepler-band,6270,1.19,1.31,14/05/14
1133,Kepler-250,b,Transit,3,4.148141,0.048,,,,,0.101,,0,1,0,,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,15.46,Kepler-band,5160,0.8,0.81,14/05/14
1134,Kepler-250,c,Transit,3,7.156804,0.069,,,,,0.203,,0,1,0,,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,15.46,Kepler-band,5160,0.8,0.81,14/05/14
1135,Kepler-250,d,Transit,3,17.648312,0.127,,,,,0.194,,0,1,0,,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,15.46,Kepler-band,5160,0.8,0.81,14/05/14
1136,Kepler-251,b,Transit,4,4.790936,0.053,,,,,0.119,,0,1,0,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,15.223,Kepler-band,5526,0.91,0.89,14/05/14
1137,Kepler-251,c,Transit,4,16.514043,0.122,,,,,0.247,,0,1,0,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,15.223,Kepler-band,5526,0.91,0.89,14/05/14
1138,Kepler-251,d,Transit,4,30.133001,0.182,,,,,0.247,,0,1,0,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,15.223,Kepler-band,5526,0.91,0.89,14/05/14
1139,Kepler-251,e,Transit,4,99.640161,0.404,,,,,0.247,,0,1,0,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,15.223,Kepler-band,5526,0.91,0.89,14/05/14
1140,Kepler-252,b,Transit,2,6.668391,0.058,,,,,0.11,,0,1,0,,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,,15.058,Kepler-band,4208,0.52,0.55,14/05/14
1141,Kepler-252,c,Transit,2,10.848463,0.08,,,,,0.192,,0,1,0,,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,,15.058,Kepler-band,4208,0.52,0.55,14/05/14
1142,Kepler-253,b,Transit,3,3.783986,0.046,,,,,0.145,,0,1,0,,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,15.532,Kepler-band,5208,,0.79,14/05/14
1143,Kepler-253,c,Transit,3,10.281951,0.089,,,,,0.236,,0,1,0,,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,15.532,Kepler-band,5208,,0.79,14/05/14
1144,Kepler-253,d,Transit,3,18.119869,0.13,,,,,0.283,,0,1,0,,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,15.532,Kepler-band,5208,,0.79,14/05/14
1145,Kepler-254,b,Transit,3,5.826662,0.064,,,,,0.345,,0,1,0,,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,15.843,Kepler-band,5957,,0.91,14/05/14
1146,Kepler-254,c,Transit,3,12.412183,0.105,,,,,0.192,,0,1,0,,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,15.843,Kepler-band,5957,,0.91,14/05/14
1147,Kepler-254,d,Transit,3,18.746477,0.139,,,,,0.223,,0,1,0,,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,15.843,Kepler-band,5957,,0.91,14/05/14
1148,Kepler-255,b,Transit,2,5.714606,0.063,,,,,0.138,,0,1,0,,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,15.596,Kepler-band,5573,0.97,0.93,14/05/14
1149,Kepler-255,c,Transit,2,9.946047,0.092,,,,,0.267,,0,1,0,,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,15.596,Kepler-band,5573,0.97,0.93,14/05/14
1150,Kepler-256,b,Transit,4,1.620493,0.027,,,,,0.142,,0,1,0,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,15.065,Kepler-band,5551,1.02,1.3,14/05/14
1151,Kepler-256,c,Transit,4,3.38802,0.045,,,,,0.192,,0,1,0,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,15.065,Kepler-band,5551,1.02,1.3,14/05/14
1152,Kepler-256,d,Transit,4,5.839172,0.064,,,,,0.221,,0,1,0,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,15.065,Kepler-band,5551,1.02,1.3,14/05/14
1153,Kepler-256,e,Transit,4,10.681572,0.096,,,,,0.21,,0,1,0,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,15.065,Kepler-band,5551,1.02,1.3,14/05/14
1154,Kepler-257,b,Transit,3,2.382667,0.034,,,,,0.233,,0,1,0,,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,15.471,Kepler-band,5180,,1.04,14/05/14
1155,Kepler-257,c,Transit,3,6.581484,0.066,,,,,0.483,,0,1,0,,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,15.471,Kepler-band,5180,,1.04,14/05/14
1156,Kepler-257,d,Transit,3,24.664551,0.16,,,,,0.442,,0,1,0,,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,15.471,Kepler-band,5180,,1.04,14/05/14
1157,Kepler-258,b,Transit,2,13.19722,0.103,,,,,0.362,,0,1,0,,19h36m16.44s,294.06849,+46d34m45.6s,46.57933,,15.223,Kepler-band,4942,0.8,0.92,14/05/14
1158,Kepler-258,c,Transit,2,33.653079,0.193,,,,,0.322,,0,1,0,,19h36m16.44s,294.06849,+46d34m45.6s,46.57933,,15.223,Kepler-band,4942,0.8,0.92,14/05/14
1159,Kepler-259,b,Transit,2,8.115317,0.079,,,,,0.25,,0,1,0,,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,,15.219,Kepler-band,5938,,0.9,14/05/14
1160,Kepler-259,c,Transit,2,36.924931,0.217,,,,,0.241,,0,1,0,,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,,15.219,Kepler-band,5938,,0.9,14/05/14
1161,Kepler-26,b,Transit,4,12.2829,0.085,,,0.38,Mass,0.321,,1,1,0,,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,,15.473,Kepler-band,4486,0.65,0.57,14/05/14
1162,Kepler-26,c,Transit,4,17.2513,0.107,,,0.375,Mass,0.321,,1,1,0,,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,,15.473,Kepler-band,4486,0.65,0.57,14/05/14
1163,Kepler-26,d,Transit,4,3.543919,0.039,,,,,0.095,,0,1,0,,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,,15.473,Kepler-band,4486,0.65,0.57,14/05/14
1164,Kepler-26,e,Transit,4,46.827915,0.22,,,,,0.215,,0,1,0,,18h59m45.84s,284.940997,+46d33m59.5s,46.56654,,15.473,Kepler-band,4486,0.65,0.57,14/05/14
1165,Kepler-260,b,Transit,2,8.187399,0.075,,,,,0.179,,0,1,0,,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,,14.138,Kepler-band,5250,0.88,0.86,14/05/14
1166,Kepler-260,c,Transit,2,76.050178,0.332,,,,,0.155,,0,1,0,,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,,14.138,Kepler-band,5250,0.88,0.86,14/05/14
1167,Kepler-261,b,Transit,2,10.381227,0.088,,,,,0.194,,0,1,0,,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,,13.562,Kepler-band,5098,0.87,0.79,14/05/14
1168,Kepler-261,c,Transit,2,24.570858,0.156,,,,,0.178,,0,1,0,,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,,13.562,Kepler-band,5098,0.87,0.79,14/05/14
1169,Kepler-262,b,Transit,2,13.060855,0.108,,,,,0.121,,0,1,0,,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,,14.246,Kepler-band,5841,,0.88,14/05/14
1170,Kepler-262,c,Transit,2,21.853722,0.152,,,,,0.146,,0,1,0,,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,,14.246,Kepler-band,5841,,0.88,14/05/14
1171,Kepler-263,b,Transit,2,16.568087,0.12,,,,,0.238,,0,1,0,,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,15.391,Kepler-band,5265,,0.79,14/05/14
1172,Kepler-263,c,Transit,2,47.332773,0.242,,,,,0.22,,0,1,0,,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,,15.391,Kepler-band,5265,,0.79,14/05/14
1173,Kepler-264,b,Transit,2,40.806231,0.249,,,,,0.297,,0,1,0,,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,,13.038,Kepler-band,6158,1.32,1.55,14/05/14
1174,Kepler-264,c,Transit,2,140.101261,0.566,,,,,0.252,,0,1,0,,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,,13.038,Kepler-band,6158,1.32,1.55,14/05/14
1175,Kepler-265,b,Transit,4,6.846262,0.069,,,,,0.166,,0,1,0,,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,15.381,Kepler-band,5835,1.03,1.1,14/05/14
1176,Kepler-265,c,Transit,4,17.028937,0.127,,,,,0.235,,0,1,0,,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,15.381,Kepler-band,5835,1.03,1.1,14/05/14
1177,Kepler-265,d,Transit,4,43.130617,0.236,,,,,0.222,,0,1,0,,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,15.381,Kepler-band,5835,1.03,1.1,14/05/14
1178,Kepler-265,e,Transit,4,67.831024,0.319,,,,,0.231,,0,1,0,,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,,15.381,Kepler-band,5835,1.03,1.1,14/05/14
1179,Kepler-266,b,Transit,2,6.61833,0.071,,,,,0.221,,0,1,0,,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,,15.59,Kepler-band,5885,0.99,1.03,14/05/14
1180,Kepler-266,c,Transit,2,107.723601,0.457,,,,,0.347,,0,1,0,,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,,15.59,Kepler-band,5885,0.99,1.03,14/05/14
1181,Kepler-267,b,Transit,3,3.353728,0.037,,,,,0.177,,0,1,0,,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,15.438,Kepler-band,4258,0.56,0.56,14/05/14
1182,Kepler-267,c,Transit,3,6.87745,0.06,,,,,0.19,,0,1,0,,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,15.438,Kepler-band,4258,0.56,0.56,14/05/14
1183,Kepler-267,d,Transit,3,28.464515,0.154,,,,,0.203,,0,1,0,,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,,15.438,Kepler-band,4258,0.56,0.56,14/05/14
1184,Kepler-268,b,Transit,2,25.934138,0.18,,,,,0.227,,0,1,0,,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,13.703,Kepler-band,6081,,1.27,14/05/14
1185,Kepler-268,c,Transit,2,83.446393,0.391,,,,,0.302,,0,1,0,,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,13.703,Kepler-band,6081,,1.27,14/05/14
1186,Kepler-269,b,Transit,2,5.326718,0.061,,,,,0.22,,0,1,0,,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,15.808,Kepler-band,5847,0.98,0.96,14/05/14
1187,Kepler-269,c,Transit,2,8.127899,0.081,,,,,0.151,,0,1,0,,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,,15.808,Kepler-band,5847,0.98,0.96,14/05/14
1188,Kepler-27,b,Transit,2,15.3348,0.118,,,9.11,Mass,0.357,,1,1,0,,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,15.855,Kepler-band,5400,0.65,0.59,14/05/14
1189,Kepler-27,c,Transit,2,31.3309,0.191,,,13.8,Mass,0.437,,1,1,0,,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,,15.855,Kepler-band,5400,0.65,0.59,14/05/14
1190,Kepler-270,b,Transit,2,11.476094,0.107,,,,,0.179,,0,1,0,,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,,13.908,Kepler-band,6067,,1.46,14/05/14
1191,Kepler-270,c,Transit,2,25.262887,0.18,,,,,0.158,,0,1,0,,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,,13.908,Kepler-band,6067,,1.46,14/05/14
1192,Kepler-271,b,Transit,2,5.217738,0.056,,,,,0.079,,0,1,0,,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,,13.404,Kepler-band,5524,,0.88,14/05/14
1193,Kepler-271,c,Transit,2,7.410935,0.071,,,,,0.089,,0,1,0,,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,,13.404,Kepler-band,5524,,0.88,14/05/14
1194,Kepler-272,b,Transit,3,2.971353,0.038,,,,,0.128,,0,1,0,,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,,14.678,Kepler-band,5297,0.79,0.93,14/05/14
1195,Kepler-272,c,Transit,3,6.057342,0.061,,,,,0.16,,0,1,0,,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,,14.678,Kepler-band,5297,0.79,0.93,14/05/14
1196,Kepler-272,d,Transit,3,10.937304,0.091,,,,,0.201,,0,1,0,,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,,14.678,Kepler-band,5297,0.79,0.93,14/05/14
1197,Kepler-273,b,Transit,2,2.936532,0.037,,,,,0.134,,0,1,0,,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,,14.968,Kepler-band,5626,,0.81,14/05/14
1198,Kepler-273,c,Transit,2,8.014927,0.073,,,,,0.177,,0,1,0,,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,,14.968,Kepler-band,5626,,0.81,14/05/14
1199,Kepler-274,b,Transit,2,11.634788,0.101,,,,,0.137,,0,1,0,,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,,15.035,Kepler-band,6023,,1.01,14/05/14
1200,Kepler-274,c,Transit,2,33.197861,0.204,,,,,0.164,,0,1,0,,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,,15.035,Kepler-band,6023,,1.01,14/05/14
1201,Kepler-275,b,Transit,3,10.300682,0.098,,,,,0.209,,0,1,0,,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,15.319,Kepler-band,6165,1.24,1.38,14/05/14
1202,Kepler-275,c,Transit,3,16.088134,0.132,,,,,0.302,,0,1,0,,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,15.319,Kepler-band,6165,1.24,1.38,14/05/14
1203,Kepler-275,d,Transit,3,35.676062,0.224,,,,,0.297,,0,1,0,,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,,15.319,Kepler-band,6165,1.24,1.38,14/05/14
1204,Kepler-276,b,Transit,3,14.12841,0.119,,,,,0.256,,0,1,0,,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,,15.368,Kepler-band,6105,1.1,1.05,14/05/14
1205,Kepler-276,c,Transit,3,31.884,,,,0.052,Mass,0.259,,1,1,0,,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,,15.368,Kepler-band,6105,1.1,1.05,14/05/14
1206,Kepler-276,d,Transit,3,48.648,,,,0.051,Mass,0.25,,1,1,0,,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,,15.368,Kepler-band,6105,1.1,1.05,14/05/14
1207,Kepler-277,b,Transit,2,17.324,,,,0.275,Mass,0.261,,1,1,0,,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,13.42,Kepler-band,5946,1.12,1.69,14/05/14
1208,Kepler-277,c,Transit,2,33.006,,,,0.202,Mass,0.3,,1,1,0,,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,13.42,Kepler-band,5946,1.12,1.69,14/05/14
1209,Kepler-278,b,Transit,2,30.160546,0.207,,,,,0.363,,1,1,0,,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,,11.584,Kepler-band,4991,,2.94,14/05/14
1210,Kepler-278,c,Transit,2,51.078775,0.294,,,,,0.32,,1,1,0,,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,,11.584,Kepler-band,4991,,2.94,14/05/14
1211,Kepler-279,b,Transit,3,12.309681,0.112,,,,,0.323,,1,1,0,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,13.659,Kepler-band,6363,1.1,1.75,14/05/14
1212,Kepler-279,c,Transit,3,35.736,,,,0.155,Mass,0.384,,1,1,0,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,13.659,Kepler-band,6363,1.1,1.75,14/05/14
1213,Kepler-279,d,Transit,3,54.414,,,,0.118,Mass,0.277,,1,1,0,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,13.659,Kepler-band,6363,1.1,1.75,14/05/14
1214,Kepler-28,b,Transit,2,5.9123,0.062,,,1.51,Mass,0.321,,1,1,0,,19h28m32.89s,292.137029,+42d25m45.9s,42.42942,,15.036,Kepler-band,4590,0.75,0.7,14/05/14
1215,Kepler-28,c,Transit,2,8.9858,0.081,,,1.36,Mass,0.303,,1,1,0,,19h28m32.89s,292.137029,+42d25m45.9s,42.42942,,15.036,Kepler-band,4590,0.75,0.7,14/05/14
1216,Kepler-280,b,Transit,2,2.139542,0.032,,,,,0.129,,0,1,0,,19h25m33.72s,291.39051,+42d10m50.1s,42.180588,,14.466,Kepler-band,5744,0.91,0.89,14/05/14
1217,Kepler-280,c,Transit,2,4.807091,0.056,,,,,0.179,,0,1,0,,19h25m33.72s,291.39051,+42d10m50.1s,42.180588,,14.466,Kepler-band,5744,0.91,0.89,14/05/14
1218,Kepler-281,b,Transit,2,14.646008,0.117,,,,,0.252,,0,1,0,,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,,15.773,Kepler-band,5723,0.98,0.9,14/05/14
1219,Kepler-281,c,Transit,2,36.337373,0.215,,,,,0.474,,0,1,0,,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,,15.773,Kepler-band,5723,0.98,0.9,14/05/14
1220,Kepler-282,b,Transit,4,9.220524,0.082,,,,,0.09,,0,1,0,,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1221,Kepler-282,c,Transit,4,13.638723,0.106,,,,,0.107,,0,1,0,,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1222,Kepler-282,d,Transit,4,24.806,,,,0.192,Mass,0.219,,1,1,0,,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1223,Kepler-282,e,Transit,4,44.347,,,,0.177,Mass,0.277,,1,1,0,,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1224,Kepler-283,b,Transit,2,11.008151,0.082,,,,,0.19,,0,1,0,,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,,15.847,Kepler-band,4351,,0.57,14/05/14
1225,Kepler-283,c,Transit,2,92.743711,0.341,,,,,0.162,,0,1,0,,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,,15.847,Kepler-band,4351,,0.57,14/05/14
1226,Kepler-284,b,Transit,2,12.699149,0.104,,,,,0.2,,0,1,0,,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,,15.824,Kepler-band,5615,,0.81,14/05/14
1227,Kepler-284,c,Transit,2,37.514456,0.213,,,,,0.233,,0,1,0,,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,,15.824,Kepler-band,5615,,0.81,14/05/14
1228,Kepler-285,b,Transit,2,2.633867,0.036,,,,,0.12,,0,1,0,,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,15.173,Kepler-band,5411,0.85,0.81,14/05/14
1229,Kepler-285,c,Transit,2,6.186676,0.064,,,,,0.1,,0,1,0,,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,15.173,Kepler-band,5411,0.85,0.81,14/05/14
1230,Kepler-286,b,Transit,4,1.796302,0.027,,,,,0.111,,0,1,0,,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1231,Kepler-286,c,Transit,4,3.468095,0.042,,,,,0.122,,0,1,0,,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1232,Kepler-286,d,Transit,4,5.914323,0.061,,,,,0.119,,0,1,0,,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1233,Kepler-286,e,Transit,4,29.221289,0.176,,,,,0.158,,0,1,0,,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1234,Kepler-287,b,Transit,2,20.342199,0.145,,,,,0.208,,0,1,0,,19h23m42.59s,290.927458,+48d26m36.8s,48.44355,,14.775,Kepler-band,5806,,1.03,14/05/14
1235,Kepler-287,c,Transit,2,44.851896,0.246,,,,,0.291,,0,1,0,,19h23m42.59s,290.927458,+48d26m36.8s,48.44355,,14.775,Kepler-band,5806,,1.03,14/05/14
1236,Kepler-288,b,Transit,3,6.097326,0.065,,,,,0.149,,0,1,0,,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,15.151,Kepler-band,5918,0.89,1.09,14/05/14
1237,Kepler-288,c,Transit,3,19.305772,0.14,,,,,0.254,,0,1,0,,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,15.151,Kepler-band,5918,0.89,1.09,14/05/14
1238,Kepler-288,d,Transit,3,56.633742,0.287,,,,,0.238,,0,1,0,,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,15.151,Kepler-band,5918,0.89,1.09,14/05/14
1239,Kepler-289,b,Transit,3,34.545,0.21,,89.59,0.023,Mass,0.192,4.1,1,1,0,,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,5990,1.08,1,19/11/14
